danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.612,0.428,4,-13.134,0.0369,0.471,0.125,0.395,0.67,108.622,122327,4
0.69,0.502,1,-9.425,0.082,0.772,0.000518,0.169,0.409,113.307,183653,4
0.821,0.3,5,-20.316,0.219,0.848,0.00965,0.282,0.176,123.016,179387,4
0.801,0.642,7,-8.347,0.0933,0.0447,0.124,0.154,0.78,137.604,312360,4
0.86,0.966,7,-8.69,0.0358,0.166,0.00383,0.101,0.951,123.076,149693,4
0.494,0.414,7,-12.401,0.035,0.389,0.0,0.186,0.419,74.636,169052,4
0.529,0.452,7,-12.33,0.0672,0.438,0.00024,0.0901,0.391,146.332,279453,4
0.337,0.734,1,-5.961,0.0451,0.443,2.95e-05,0.598,0.768,169.259,208120,4
0.522,0.743,4,-8.656,0.0682,0.423,0.0,0.1,0.941,104.313,158482,4
0.342,0.462,2,-16.952,0.0354,0.056,0.325,0.0842,0.0716,102.314,93600,4
0.75,0.334,1,-9.76,0.128,0.636,0.0,0.169,0.763,142.055,194333,4
0.627,0.979,8,-6.318,0.0356,0.000264,0.95,0.154,0.616,128.05,287195,4
0.574,0.642,11,-9.966,0.0449,0.341,8.06e-05,0.477,0.944,94.575,144600,4
0.405,0.34,7,-15.868,0.0338,0.615,0.599,0.0981,0.337,106.806,180293,4
0.663,0.826,6,-7.79,0.0501,6.28e-05,0.034,0.0953,0.69,144.99,361696,4
0.535,0.364,11,-16.788,0.112,0.058,0.936,0.251,0.461,185.162,741111,3
0.552,0.539,8,-11.079,0.0561,0.743,0.616,0.109,0.352,160.018,213187,4
0.679,0.856,5,-7.822,0.134,0.518,0.0,0.57,0.555,104.335,175253,4
0.409,0.635,9,-11.949,0.0339,0.695,0.869,0.0911,0.633,164.245,331703,4
0.539,0.423,7,-12.025,0.0347,0.559,0.294,0.292,0.408,104.25,299067,4
0.805,0.65,5,-16.846,0.128,0.454,0.000622,0.235,0.855,101.841,260553,4
0.666,0.738,1,-14.392,0.029,0.474,0.592,0.0388,0.921,129.737,129307,4
0.105,0.157,8,-20.098,0.0369,0.981,0.905,0.107,0.0873,88.594,849239,4
0.68,0.718,4,-8.746,0.0535,0.00811,0.867,0.112,0.761,120.003,381307,4
0.745,0.659,6,-8.882,0.0355,0.373,0.0,0.0891,0.962,108.322,183054,4
0.279,0.794,7,-10.353,0.113,0.00835,0.137,0.166,0.327,81.646,1252440,4
0.813,0.789,11,-10.525,0.0685,0.0389,0.139,0.324,0.815,122.95,352213,4
0.434,0.835,11,-7.723,0.0483,0.0744,0.000247,0.54,0.716,106.628,387427,4
0.414,0.805,8,-7.424,0.0762,0.356,0.000665,0.209,0.821,133.291,397201,4
0.479,0.549,11,-10.551,0.373,0.57,0.0235,0.127,0.576,180.985,252187,4
0.619,0.403,10,-11.212,0.133,0.31,0.0655,0.302,0.594,83.68,49427,4
0.851,0.608,3,-10.488,0.0538,0.00303,0.862,0.132,0.667,125.187,496083,4
0.801,0.99,10,-6.234,0.0604,0.00583,0.901,0.0846,0.64,123.983,381000,4
0.481,0.204,9,-20.868,0.0691,0.229,0.688,0.11,0.133,136.696,307400,4
0.616,0.714,4,-9.395,0.0368,0.654,0.911,0.105,0.821,136.322,302176,4
0.488,0.182,11,-30.615,0.0499,0.992,0.803,0.122,0.576,88.609,67489,3
0.623,0.156,6,-15.098,0.0308,0.912,0.0,0.141,0.329,97.235,274560,4
0.743,0.441,11,-11.169,0.0898,0.514,0.00524,0.309,0.465,95.024,268000,4
0.685,0.297,10,-9.694,0.0834,0.783,0.924,0.118,0.233,89.997,253080,4
0.46,0.662,11,-9.814,0.548,0.376,0.0298,0.118,0.547,174.036,187613,4
0.451,0.743,7,-7.916,0.0431,0.621,0.651,0.235,0.184,147.592,209227,4
0.406,0.655,10,-8.338,0.0287,0.0445,0.048,0.169,0.622,80.708,217107,4
0.786,0.686,11,-9.776,0.0696,0.125,0.0922,0.109,0.802,129.856,360813,4
0.459,0.282,4,-25.237,0.072,0.976,0.949,0.0954,0.32,139.897,143867,4
0.437,0.525,8,-8.074,0.0497,0.767,4.16e-05,0.25,0.478,152.469,196682,4
0.724,0.46,9,-12.803,0.0853,0.593,0.0387,0.145,0.751,130.536,277333,4
0.593,0.757,8,-16.858,0.0923,0.0751,0.861,0.0753,0.965,146.456,368921,4
0.67,0.787,0,-8.025,0.0496,0.0432,1.68e-06,0.115,0.61,128.691,196360,4
0.452,0.83,1,-3.958,0.156,0.0112,0.748,0.327,0.164,166.673,391240,4
0.8,0.741,0,-11.574,0.0764,0.00619,0.618,0.0864,0.752,126.991,628080,4
0.422,0.839,8,-6.197,0.0368,0.0145,0.00401,0.151,0.497,138.023,251067,4
0.529,0.691,1,-5.457,0.0255,0.173,0.00814,0.106,0.827,107.007,325320,4
0.571,0.84,5,-12.471,0.119,0.0897,0.838,0.357,0.351,120.946,584490,4
0.372,0.596,5,-10.71,0.0509,0.673,0.00953,0.13,0.831,80.794,537200,4
0.541,0.27,9,-15.845,0.0384,0.861,0.00569,0.0999,0.345,119.959,430573,4
0.695,0.832,0,-6.986,0.105,0.125,2.97e-05,0.083,0.179,114.008,198880,4
0.808,0.484,10,-10.272,0.0993,0.00943,0.756,0.115,0.686,126.971,525320,4
0.701,0.838,4,-12.292,0.0658,0.0413,0.618,0.388,0.7,126.654,372000,4
0.596,0.558,2,-13.508,0.0576,0.571,0.0587,0.105,0.56,93.706,200992,4
0.379,0.557,11,-14.871,0.0551,0.0243,0.294,0.105,0.372,105.21,137840,4
0.46,0.965,2,-5.047,0.0821,0.683,0.844,0.446,0.452,109.766,510240,3
0.628,0.529,5,-10.569,0.0278,0.299,0.723,0.0924,0.527,92.848,230133,4
0.772,0.665,1,-9.661,0.0985,0.162,0.0729,0.253,0.896,113.791,370563,4
0.596,0.698,5,-11.361,0.0499,0.011,0.0,0.469,0.567,98.759,209547,4
0.603,0.704,2,-7.712,0.0534,0.0555,0.0016,0.337,0.73,118.849,238520,4
0.658,0.716,6,-8.499,0.083,0.00189,0.866,0.157,0.589,128.061,391613,4
0.719,0.74,4,-10.251,0.0523,0.0386,2.14e-06,0.0579,0.933,137.042,246081,4
0.591,0.558,9,-11.285,0.0332,0.0795,0.908,0.118,0.658,165.004,350627,4
0.783,0.748,10,-5.807,0.148,0.252,0.866,0.0871,0.497,183.097,204133,4
0.647,0.443,9,-11.263,0.0486,0.525,0.0,0.039,0.77,133.296,200173,4
0.341,0.588,7,-9.395,0.0427,0.229,0.00234,0.786,0.297,96.684,307320,4
0.807,0.664,0,-7.935,0.0419,0.969,0.000277,0.168,0.961,118.385,237760,4
0.751,0.579,1,-13.901,0.0416,0.793,0.000968,0.309,0.952,115.165,438107,4
0.473,0.898,7,-8.793,0.0648,0.0636,0.416,0.324,0.221,134.299,467400,4
0.39,0.122,2,-18.781,0.0309,0.953,0.271,0.111,0.115,146.222,260601,4
0.731,0.952,3,-6.609,0.114,0.405,6.63e-05,0.119,0.782,125.135,236173,4
0.471,0.313,4,-15.551,0.0383,0.926,0.966,0.124,0.379,161.468,179973,3
0.788,0.721,11,-4.577,0.152,0.424,2.86e-06,0.0897,0.653,105.23,182857,4
0.394,0.898,5,-12.45,0.0432,0.000399,0.854,0.0688,0.46,150.234,324223,4
0.612,0.961,10,-3.078,0.333,0.107,4.17e-05,0.0413,0.867,129.873,238760,5
0.803,0.487,4,-8.669,0.276,0.508,0.115,0.0568,0.271,113.017,682067,4
0.619,0.0327,10,-20.273,0.0371,0.995,0.712,0.0865,0.0785,102.884,447800,4
0.179,0.995,11,-1.988,0.415,0.00277,0.577,0.103,0.199,180.574,428773,3
0.463,0.439,8,-11.121,0.048,0.0507,0.000586,0.177,0.0791,131.854,301707,4
0.335,0.531,1,-9.881,0.0386,0.661,0.0,0.0962,0.575,167.717,524400,3
0.577,0.682,4,-12.419,0.0534,0.31,0.764,0.12,0.17,119.951,347393,4
0.59,0.672,1,-11.792,0.412,0.125,1.04e-06,0.147,0.688,206.247,286440,4
0.803,0.767,2,-7.649,0.0586,0.000381,0.878,0.0749,0.374,128.116,428976,4
0.197,0.422,2,-17.453,0.0505,0.672,0.58,0.128,0.131,172.806,1119333,4
0.877,0.858,8,-8.363,0.102,0.0312,0.491,0.151,0.589,120.043,470923,4
0.333,0.448,9,-14.122,0.0384,0.704,0.677,0.141,0.369,82.554,195054,4
0.792,0.918,6,-14.205,0.0713,0.018,0.919,0.129,0.505,120.439,737173,4
0.467,0.411,8,-12.774,0.0325,0.467,0.875,0.109,0.109,126.941,531400,4
0.505,0.712,2,-9.457,0.0264,0.0922,0.00029,0.122,0.691,102.148,336107,4
0.328,0.573,2,-11.178,0.0425,0.222,0.0627,0.251,0.223,78.578,240547,4
0.242,0.244,5,-21.39,0.0413,0.966,0.889,0.0917,0.0384,141.053,941947,4
0.282,0.477,5,-16.228,0.126,0.107,0.0262,0.159,0.438,172.447,1289093,4
0.764,0.913,10,-7.727,0.0485,0.17,0.51,0.0468,0.966,99.097,271707,4
0.821,0.464,6,-13.798,0.0286,0.609,0.312,0.0962,0.862,102.525,255560,4
0.647,0.88,10,-6.254,0.0855,0.16,0.201,0.582,0.589,120.098,232960,4
0.836,0.728,10,-12.058,0.234,0.00569,0.000819,0.0649,0.599,100.842,319907,4
0.363,0.897,6,-9.814,0.0847,0.0123,0.000308,0.163,0.757,132.079,274813,4
0.693,0.628,11,-10.595,0.0381,0.249,0.486,0.0912,0.743,101.515,339026,4
0.849,0.501,11,-16.76,0.102,0.0917,0.0,0.105,0.882,117.213,306667,4
0.544,0.65,10,-8.714,0.144,0.164,0.0,0.225,0.833,84.372,272000,4
0.835,0.295,0,-14.846,0.0533,0.131,0.0423,0.102,0.925,98.013,333293,4
0.858,0.676,1,-11.057,0.203,0.366,0.826,0.112,0.715,122.033,345920,4
0.364,0.513,2,-13.538,0.0506,0.041,0.000438,0.0975,0.126,92.488,359680,4
0.307,0.379,11,-11.8,0.031,0.684,0.000577,0.113,0.184,173.728,197013,4
0.411,0.446,0,-9.412,0.0298,0.238,0.00973,0.14,0.43,150.59,229120,3
0.63,0.693,7,-15.77,0.0524,0.0107,0.953,0.406,0.0366,124.03,281800,4
0.651,0.52,7,-8.193,0.246,0.141,0.845,0.117,0.311,173.067,258000,4
0.81,0.926,1,-9.796,0.0452,0.119,0.911,0.0802,0.718,122.182,221747,4
0.617,0.849,1,-10.123,0.165,0.463,0.516,0.116,0.521,135.277,242427,4
0.403,0.763,8,-6.727,0.118,0.0277,0.00985,0.148,0.455,82.812,255613,4
0.852,0.658,9,-7.104,0.172,0.161,0.0131,0.0999,0.839,137.986,265667,4
0.181,0.479,9,-10.873,0.0414,0.815,0.823,0.135,0.132,79.228,273000,4
0.67,0.861,7,-9.02,0.0419,0.108,0.757,0.462,0.688,131.71,237307,4
0.824,0.597,5,-10.379,0.0931,0.0371,0.916,0.0751,0.262,124.934,560810,4
0.455,0.866,8,-10.215,0.0591,0.0637,0.0,0.222,0.676,102.115,428222,4
0.666,0.721,8,-11.94,0.11,0.751,0.00481,0.148,0.721,116.204,807040,4
0.706,0.518,8,-7.614,0.0953,0.91,0.0,0.109,0.902,123.423,170920,1
0.63,0.808,7,-10.134,0.153,0.00122,1.09e-06,0.151,0.86,117.02,562627,4
0.644,0.844,10,-8.383,0.0394,0.634,0.515,0.059,0.902,98.448,359816,3
0.624,0.82,7,-7.676,0.0439,0.00107,0.227,0.184,0.106,106.543,347960,4
0.333,0.497,2,-15.606,0.0366,0.105,0.872,0.129,0.113,81.681,1367093,4
0.614,0.547,0,-5.324,0.0407,0.659,0.0,0.214,0.75,124.48,298587,4
0.844,0.586,10,-14.003,0.144,0.0119,0.764,0.111,0.437,127.045,394925,4
0.58,0.559,7,-13.591,0.0743,0.62,0.000421,0.131,0.859,90.713,158693,4
0.26,0.878,8,-10.436,0.104,0.00655,0.146,0.469,0.396,138.493,167533,4
0.874,0.714,7,-6.664,0.129,0.0155,0.0,0.0968,0.541,95.826,265600,4
0.5,0.508,0,-10.388,0.0358,0.236,0.843,0.114,0.149,88.81,259173,4
0.379,0.215,6,-18.665,0.0377,0.685,0.504,0.111,0.629,178.041,120573,3
0.746,0.274,2,-15.927,0.0731,0.94,0.936,0.0618,0.227,121.875,300960,4
0.613,0.926,8,-6.75,0.0611,0.835,0.0994,0.152,0.728,128.003,217480,4
0.396,0.748,2,-7.892,0.041,0.00867,2.11e-05,0.148,0.208,129.908,249080,4
0.788,0.748,9,-6.907,0.0306,0.451,0.00408,0.104,0.845,121.047,284683,4
0.704,0.831,11,-9.411,0.0552,0.138,0.848,0.115,0.58,99.953,160247,4
0.799,0.616,11,-10.831,0.0517,0.0292,0.879,0.133,0.487,127.99,403680,4
0.595,0.416,5,-16.563,0.0907,0.71,3.79e-06,0.134,0.551,132.661,283800,4
0.607,0.63,5,-8.655,0.0281,0.109,0.841,0.168,0.821,124.593,281267,4
0.245,0.233,2,-14.986,0.0384,0.883,0.835,0.105,0.0685,108.031,157440,3
0.614,0.388,1,-11.97,0.041,0.375,1.06e-06,0.0817,0.659,104.308,213573,4
0.88,0.816,11,-6.269,0.158,0.192,0.00309,0.0406,0.914,138.03,284640,4
0.497,0.525,4,-19.377,0.0644,0.0437,0.852,0.0825,0.73,170.506,380370,4
0.394,0.768,11,-7.476,0.0866,0.0196,0.554,0.0796,0.488,131.081,238440,4
0.721,0.822,1,-10.476,0.0686,0.794,0.75,0.05,0.654,119.992,508693,4
0.66,0.259,6,-17.615,0.0495,0.695,0.85,0.101,0.794,116.194,125667,4
0.593,0.669,2,-11.643,0.0623,0.431,2.6e-06,0.0844,0.646,121.055,177147,4
0.455,0.939,0,-5.6,0.0562,0.03,0.9,0.355,0.44,95.368,226867,3
0.598,0.531,4,-15.073,0.0824,0.674,0.796,0.094,0.314,113.179,190960,4
0.607,0.881,9,-10.839,0.0446,0.0396,0.00594,0.063,0.697,121.021,283240,4
0.373,0.666,7,-11.103,0.0458,0.609,0.459,0.106,0.713,97.965,251947,4
0.354,0.741,1,-6.389,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
0.864,0.4,11,-14.382,0.236,0.0744,0.00639,0.469,0.569,91.903,229640,4
0.71,0.687,3,-8.199,0.0316,0.136,9.16e-05,0.106,0.661,131.747,226667,4
0.834,0.668,8,-10.65,0.288,0.0376,0.0,0.292,0.784,96.488,229093,4
0.676,0.769,7,-10.142,0.0535,0.00545,0.0256,0.131,0.891,117.733,306360,4
0.288,0.695,10,-14.054,0.0398,0.646,0.92,0.459,0.251,114.049,152893,3
0.42,0.83,5,-12.262,0.0318,0.0123,0.546,0.0997,0.683,127.999,375173,4
0.825,0.883,11,-7.795,0.0739,0.566,0.132,0.141,0.538,112.044,170413,4
0.442,0.359,9,-11.451,0.0277,0.714,0.00804,0.192,0.202,79.348,181160,4
0.607,0.836,6,-6.39,0.304,0.00286,0.0,0.0991,0.563,94.328,208200,4
0.794,0.627,11,-9.431,0.36,0.233,0.0,0.35,0.518,87.554,251467,4
0.613,0.798,8,-10.896,0.0512,0.72,0.55,0.117,0.535,105.286,314453,4
0.447,0.742,2,-11.731,0.0504,0.00272,0.868,0.102,0.771,108.218,190720,4
0.694,0.606,11,-12.457,0.302,0.173,0.694,0.328,0.613,165.367,229187,4
0.801,0.571,10,-10.419,0.0574,0.177,0.905,0.107,0.702,119.993,226479,4
0.509,0.85,6,-4.966,0.0694,0.376,4.38e-06,0.144,0.588,94.538,177133,4
0.517,0.484,6,-15.745,0.052,0.724,0.632,0.103,0.556,168.394,222512,4
0.867,0.554,4,-13.634,0.249,0.161,0.0103,0.111,0.766,96.668,252067,4
0.679,0.252,9,-17.794,0.559,0.819,1.75e-06,0.234,0.442,91.485,413000,4
0.681,0.329,9,-19.966,0.062,0.0886,0.883,0.0738,0.665,114.779,345133,4
0.367,0.801,9,-9.567,0.0299,0.344,0.805,0.105,0.164,146.834,285840,4
0.278,0.582,4,-12.727,0.0447,0.000306,0.322,0.412,0.248,131.593,404760,4
0.626,0.542,1,-7.655,0.037,0.818,0.0,0.0949,0.769,75.368,182907,4
0.334,0.503,0,-11.162,0.0291,0.327,0.0,0.134,0.404,94.463,174760,4
0.463,0.496,1,-12.203,0.041,0.059,1.24e-06,0.271,0.533,118.505,265933,4
0.623,0.76,6,-5.644,0.0717,0.388,0.00106,0.143,0.586,139.182,163866,4
0.64,0.817,8,-8.958,0.051,0.00649,0.00581,0.159,0.608,131.024,648533,4
0.424,0.613,9,-13.197,0.0452,0.674,0.89,0.116,0.712,95.688,192693,4
0.6,0.846,6,-6.201,0.0594,0.178,1.2e-05,0.5,0.514,103.652,388920,4
0.881,0.361,11,-14.728,0.237,0.0502,0.00458,0.246,0.799,96.43,216693,4
0.441,0.471,6,-11.08,0.0302,0.316,0.0106,0.12,0.247,105.791,200706,4
0.41,0.554,3,-6.789,0.0286,0.748,5.17e-06,0.146,0.521,73.719,200253,4
0.213,0.067,0,-20.177,0.0344,0.982,0.393,0.109,0.106,80.618,203233,3
0.699,0.322,8,-20.149,0.0374,0.77,0.924,0.117,0.866,130.117,162413,4
0.635,0.831,7,-5.278,0.0296,0.0239,0.00091,0.106,0.735,104.349,180360,4
0.188,0.954,7,-7.996,0.239,0.0244,0.67,0.319,0.0502,159.984,822093,4
0.647,0.478,8,-8.837,0.0782,0.547,2.69e-05,0.156,0.333,135.877,232907,4
0.624,0.804,2,-8.283,0.176,0.0019,0.108,0.151,0.826,193.477,209333,4
0.886,0.664,5,-11.758,0.0563,0.0766,0.195,0.155,0.922,116.586,304000,4
0.794,0.772,10,-13.957,0.327,0.624,4.07e-05,0.114,0.597,87.546,297040,4
0.376,0.46,4,-9.66,0.0352,0.934,0.0575,0.111,0.552,106.529,325600,3
0.468,0.53,11,-13.953,0.0395,0.958,0.93,0.1,0.677,128.13,341200,4
0.683,0.879,4,-5.971,0.0643,0.0348,0.802,0.0686,0.879,100.8,253707,3
0.647,0.829,10,-6.22,0.193,0.00412,0.00106,0.0703,0.355,90.203,290507,4
0.418,0.546,0,-9.057,0.238,0.227,0.0,0.229,0.294,160.152,208813,4
0.624,0.654,8,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,288333,4
0.517,0.537,9,-15.033,0.0615,0.369,0.811,0.148,0.318,106.483,844267,4
0.551,0.44,6,-13.808,0.0614,0.957,0.904,0.241,0.689,106.246,158133,4
0.371,0.872,7,-8.241,0.196,0.483,0.718,0.341,0.0369,124.88,597013,4
0.753,0.43,8,-8.217,0.0343,0.799,7.54e-05,0.0932,0.934,110.977,277867,4
0.576,0.943,4,-10.129,0.0396,0.0678,0.811,0.0819,0.72,119.124,213520,4
0.595,0.551,9,-10.555,0.0735,0.0433,0.0054,0.499,0.675,111.413,372467,4
0.785,0.56,11,-13.596,0.0513,3.01e-05,0.895,0.0513,0.804,124.438,249973,4
0.535,0.791,9,-10.299,0.155,0.302,0.0,0.148,0.528,123.277,161387,4
0.571,0.737,0,-9.178,0.443,0.145,7.46e-06,0.195,0.567,98.172,280747,4
0.55,0.779,7,-9.451,0.113,0.118,0.00514,0.0752,0.489,117.459,702400,4
0.808,0.803,9,-7.341,0.0578,0.000109,0.347,0.0225,0.847,126.867,297200,4
0.228,0.7,0,-11.013,0.0738,0.279,0.426,0.074,0.288,87.485,151427,4
0.654,0.281,8,-11.884,0.0291,0.862,0.00157,0.115,0.563,106.007,189080,4
0.278,0.594,8,-7.097,0.0356,0.0182,0.0,0.124,0.5,130.057,139706,5
0.677,0.666,7,-11.793,0.321,0.507,0.000136,0.561,0.32,119.819,480827,4
0.596,0.521,7,-8.713,0.0402,0.399,0.00828,0.0924,0.768,162.872,381705,3
0.819,0.713,2,-8.992,0.151,0.131,0.869,0.0979,0.644,123.998,659453,4
0.76,0.847,2,-8.793,0.0354,0.213,0.779,0.234,0.922,128.819,195608,4
0.602,0.601,2,-14.001,0.0364,0.036,0.0729,0.301,0.777,122.77,423667,4
0.49,0.506,0,-6.677,0.0276,0.156,0.454,0.107,0.333,140.053,138733,4
0.489,0.699,2,-11.885,0.0633,0.269,0.0221,0.0574,0.856,176.881,193907,4
0.791,0.489,1,-22.675,0.0846,0.0013,0.953,0.111,0.432,127.975,246568,4
0.744,0.824,0,-6.741,0.045,0.0221,0.695,0.0506,0.752,116.221,276480,4
0.866,0.751,8,-9.753,0.0395,0.0327,0.852,0.07,0.406,129.018,365133,4
0.737,0.89,4,-8.443,0.158,0.00556,0.00171,0.0801,0.809,105.848,262800,4
0.549,0.67,7,-13.279,0.0784,0.114,8.88e-06,0.0884,0.735,131.287,221987,4
0.824,0.683,11,-8.743,0.497,0.0658,0.0,0.101,0.748,95.845,191587,4
0.74,0.841,6,-2.891,0.237,0.023,0.0,0.112,0.673,83.007,248627,4
0.788,0.755,1,-16.39,0.132,0.125,0.691,0.106,0.911,120.863,287480,4
0.449,0.487,2,-13.794,0.0289,0.389,0.868,0.545,0.495,92.343,162160,4
0.315,0.555,0,-10.93,0.0402,0.049,0.0207,0.0899,0.29,104.439,256960,4
0.478,0.572,2,-8.201,0.038,0.714,0.252,0.0646,0.447,127.288,155680,4
0.919,0.734,7,-7.492,0.306,0.00406,8.13e-06,0.0884,0.594,98.98,242267,4
0.5,0.8,10,-10.453,0.055,0.374,0.809,0.178,0.603,107.406,191000,4
0.619,0.579,10,-9.232,0.291,0.00487,0.752,0.334,0.409,149.829,113040,4
0.428,0.398,5,-14.699,0.077,0.761,0.196,0.195,0.225,120.539,787533,4
0.487,0.546,8,-10.738,0.0257,0.859,0.611,0.244,0.657,88.148,200533,4
0.516,0.861,8,-6.094,0.0518,0.04,0.527,0.23,0.521,80.337,230733,4
0.75,0.425,10,-6.822,0.0298,0.859,0.000262,0.0997,0.744,138.704,181147,4
0.33,0.901,10,-10.338,0.0602,0.0184,0.817,0.112,0.512,85.631,358840,4
0.524,0.635,8,-11.703,0.197,0.668,0.416,0.0528,0.588,81.007,344127,4
0.866,0.534,11,-9.201,0.229,0.184,0.266,0.0929,0.841,98.243,226133,4
0.534,0.813,7,-7.709,0.0483,0.0621,0.305,0.168,0.595,117.7,186400,4
0.82,0.663,5,-9.726,0.0518,0.0508,0.0604,0.374,0.97,103.417,251680,4
0.746,0.439,1,-11.84,0.0331,0.848,0.851,0.056,0.868,119.866,209600,4
0.38,0.623,2,-11.343,0.089,0.0876,0.602,0.559,0.601,87.681,304053,4
0.335,0.55,1,-10.392,0.401,0.88,0.0559,0.104,0.27,81.067,199160,3
0.423,0.397,0,-14.851,0.0447,0.804,0.806,0.165,0.544,85.478,192077,3
0.714,0.526,5,-15.921,0.0608,0.179,0.0,0.282,0.931,92.853,314227,4
0.429,0.925,0,-7.733,0.0922,0.0882,0.507,0.165,0.358,176.875,225867,4
0.879,0.495,7,-10.584,0.0765,0.538,0.000333,0.0827,0.802,102.652,313493,4
0.64,0.511,6,-14.169,0.0368,0.566,0.00252,0.178,0.44,137.845,223960,4
0.567,0.945,10,-7.922,0.109,0.00871,0.869,0.0761,0.314,125.942,443859,4
0.74,0.83,10,-12.645,0.0935,0.0964,0.318,0.366,0.441,123.888,331667,4
0.813,0.619,7,-8.203,0.0294,0.245,0.0151,0.113,0.774,114.58,139507,4
0.492,0.589,8,-8.433,0.0536,0.00462,0.551,0.133,0.914,160.349,100520,4
0.469,0.693,10,-12.328,0.244,0.229,0.0984,0.345,0.419,110.784,813760,4
0.771,0.69,8,-15.059,0.379,0.157,6.34e-05,0.31,0.786,98.38,157307,4
0.738,0.549,1,-8.018,0.202,0.0669,0.00342,0.119,0.77,91.211,235200,4
0.556,0.652,0,-14.871,0.321,0.128,0.0193,0.398,0.313,109.63,260520,4
0.753,0.455,11,-9.394,0.065,0.00226,0.874,0.0761,0.594,122.988,496560,4
0.816,0.655,7,-12.651,0.131,0.704,0.0101,0.0834,0.786,108.856,185600,4
0.723,0.648,5,-11.501,0.0382,0.13,0.557,0.447,0.808,128.916,310845,4
0.502,0.285,7,-14.638,0.0265,0.667,0.000105,0.346,0.35,94.311,288600,4
0.514,0.561,7,-11.417,0.0324,0.239,0.954,0.0743,0.524,93.146,190200,4
0.836,0.799,2,-7.051,0.231,0.196,1.73e-06,0.105,0.78,92.005,145707,4
0.75,0.352,0,-20.046,0.0404,0.00414,0.651,0.0839,0.427,114.58,273469,4
0.584,0.714,11,-6.105,0.149,0.156,1.62e-06,0.0578,0.505,168.468,366733,4
