danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.483,0.44,2,-12.064,0.0441,0.498,0.00429,0.0884,0.83,79.844,379552,3
0.559,0.164,1,-18.342,0.0326,0.966,0.32,0.0944,0.331,91.761,241867,3
0.764,0.724,0,-5.394,0.054,0.72,0.00135,0.28,0.693,101.505,376600,4
0.518,0.871,11,-6.106,0.0943,0.409,0.829,0.333,0.734,126.498,297080,4
0.318,0.904,1,-6.316,0.312,0.426,0.00549,0.907,0.787,186.716,202400,4
0.654,0.82,6,-7.23,0.0865,0.628,0.209,0.192,0.746,109.755,285600,3
0.862,0.691,8,-9.751,0.119,0.0272,0.0,0.042,0.761,124.868,367600,4
0.591,0.981,4,-2.559,0.0929,0.569,0.0,0.308,0.937,137.651,194173,4
0.594,0.562,11,-7.616,0.0344,0.842,0.883,0.289,0.339,115.328,218160,3
0.793,0.474,5,-17.406,0.0431,0.0776,0.795,0.0636,0.803,119.989,387307,4
0.472,0.328,5,-14.218,0.0676,0.589,0.605,0.137,0.391,139.783,479653,3
0.701,0.268,0,-14.453,0.046,0.953,0.00272,0.179,0.573,80.677,216933,4
0.552,0.854,6,-13.518,0.0606,0.00458,0.783,0.071,0.774,179.0,66680,4
0.431,0.0316,0,-22.681,0.0377,0.993,0.905,0.653,0.185,70.732,170044,4
0.32,0.637,11,-12.303,0.0611,0.804,0.686,0.61,0.468,127.499,533920,4
0.79,0.591,10,-11.371,0.0517,8.18e-06,0.845,0.0789,0.309,129.145,354326,4
0.72,0.787,6,-7.521,0.13,0.168,0.151,0.0633,0.916,123.847,205049,4
0.637,0.73,7,-8.968,0.0585,0.225,0.024,0.0732,0.712,95.497,221973,4
0.771,0.987,11,-6.19,0.0477,0.0124,0.804,0.0567,0.832,130.006,321427,4
0.73,0.41,10,-10.186,0.481,0.903,0.922,0.122,0.885,120.867,229735,4
0.363,0.786,5,-10.403,0.15,0.176,0.00354,0.081,0.722,103.852,436880,4
0.397,0.926,2,-5.925,0.1,0.223,0.00421,0.911,0.678,119.715,471520,4
0.521,0.261,9,-21.941,0.0391,0.21,0.000278,0.0868,0.726,78.706,258264,4
0.508,0.411,9,-21.463,0.0716,0.666,0.333,0.178,0.662,80.922,178008,4
0.168,0.85,8,-13.037,0.0679,0.447,0.252,0.518,0.0387,151.297,1035285,4
0.635,0.878,8,-7.642,0.0527,0.0108,0.0548,0.0417,0.909,117.597,500893,4
0.483,0.488,6,-13.056,0.0323,0.00624,0.0213,0.112,0.237,128.94,221400,4
0.417,0.693,10,-8.984,0.0329,0.0147,0.0914,0.28,0.285,115.909,197973,4
0.534,0.337,4,-9.159,0.0309,0.712,0.0,0.271,0.257,131.238,188133,4
0.743,0.583,1,-14.382,0.0416,0.359,0.542,0.227,0.961,89.533,101947,4
0.353,0.0584,2,-23.809,0.0414,0.979,0.0111,0.0654,0.0642,81.985,299533,4
0.44,0.499,11,-9.517,0.0358,0.492,0.0233,0.111,0.379,144.137,199880,4
0.484,0.884,9,-5.878,0.185,0.286,0.867,0.892,0.661,136.416,364013,4
0.526,0.294,6,-11.202,0.0327,0.833,0.0156,0.109,0.264,137.96,245293,4
0.176,0.754,5,-8.753,0.194,0.251,0.779,0.459,0.567,160.26,259627,4
0.478,0.748,0,-7.723,0.0463,0.198,1.68e-05,0.0776,0.81,121.076,110747,4
0.552,0.425,4,-11.437,0.0255,0.144,0.208,0.125,0.639,86.865,314653,4
0.459,0.645,11,-12.363,0.0487,0.827,0.608,0.256,0.614,143.032,272200,4
0.368,0.653,2,-6.076,0.0617,0.238,0.0,0.19,0.763,170.686,163620,4
0.745,0.908,6,-6.016,0.151,0.0397,2.46e-05,0.102,0.727,108.788,438732,4
0.638,0.744,7,-15.36,0.0553,0.834,0.382,0.118,0.801,121.151,256400,4
0.499,0.605,10,-6.835,0.0506,0.775,0.0,0.17,0.562,81.554,151500,4
0.721,0.768,11,-9.232,0.0578,0.485,0.0408,0.0597,0.875,117.43,672139,4
0.721,0.713,8,-11.678,0.032,0.751,0.691,0.125,0.958,125.098,405253,4
0.656,0.792,2,-7.121,0.0478,0.0688,0.654,0.091,0.498,93.804,180078,4
0.794,0.766,0,-7.024,0.0584,0.0397,5.93e-05,0.105,0.962,127.059,336773,4
0.911,0.504,8,-7.666,0.0679,0.911,0.0,0.116,0.903,116.393,170919,1
0.817,0.868,9,-3.02,0.336,0.029,0.0,0.0876,0.568,102.497,244253,4
0.344,0.361,4,-17.302,0.0281,0.884,0.84,0.123,0.286,104.43,340173,4
0.672,0.767,8,-7.434,0.198,0.408,0.267,0.454,0.541,130.371,353653,4
0.29,0.414,11,-16.281,0.0368,0.109,0.704,0.13,0.219,103.994,604213,4
0.704,0.948,9,-8.189,0.0782,0.00416,0.881,0.00997,0.726,122.995,364693,4
0.787,0.58,1,-17.922,0.0454,0.261,0.87,0.104,0.931,128.938,394360,4
0.646,0.334,8,-20.239,0.0372,0.546,2.71e-05,0.109,0.836,101.865,175533,4
0.279,0.514,10,-6.901,0.0339,0.653,0.000501,0.433,0.419,92.263,134976,3
0.653,0.658,8,-8.093,0.05,0.146,0.0028,0.0881,0.678,136.128,119188,4
0.248,0.759,7,-3.838,0.0533,0.0129,2.03e-06,0.163,0.419,122.608,295627,3
0.356,0.806,2,-10.506,0.0899,0.132,0.0051,0.105,0.599,115.271,292000,4
0.576,0.675,2,-9.088,0.0289,0.000512,0.0725,0.0652,0.366,114.863,197107,4
0.497,0.758,11,-11.439,0.0282,0.000669,0.744,0.167,0.547,92.592,278560,4
0.793,0.632,6,-13.029,0.0926,0.00114,0.889,0.0869,0.358,131.641,312533,4
0.799,0.764,11,-7.85,0.0919,0.217,0.718,0.281,0.381,127.498,256413,4
0.709,0.73,8,-9.004,0.0541,5.26e-06,0.491,0.248,0.353,128.004,376627,4
0.281,0.0576,2,-23.794,0.0458,0.979,0.0123,0.067,0.0648,87.967,299533,4
0.54,0.459,5,-13.608,0.0436,0.749,0.000144,0.121,0.66,116.657,331173,4
0.474,0.673,6,-13.307,0.0656,0.791,0.239,0.0931,0.685,89.787,349427,4
0.577,0.162,11,-22.378,0.0277,0.944,0.872,0.0947,0.0379,82.969,844943,4
0.462,0.722,11,-7.731,0.0338,0.0374,0.00551,0.126,0.921,131.915,568827,4
0.807,0.893,11,-8.315,0.16,0.469,0.000485,0.0674,0.965,124.944,246080,4
0.445,0.279,4,-16.49,0.0426,0.984,0.871,0.0977,0.426,145.582,353293,4
0.787,0.906,7,-7.444,0.0539,0.000124,0.915,0.15,0.473,132.806,478800,4
0.89,0.878,1,-4.996,0.13,0.0241,0.0312,0.0383,0.835,127.038,434893,4
0.945,0.681,5,-5.908,0.185,0.217,0.000992,0.0647,0.629,125.011,444047,4
0.694,0.932,0,-7.1,0.0644,0.0193,0.0129,0.128,0.887,126.455,513717,4
0.762,0.912,4,-8.949,0.185,0.00244,0.241,0.329,0.818,123.99,244253,4
0.586,0.811,6,-8.159,0.0708,0.319,1.22e-05,0.22,0.668,105.495,190374,4
0.766,0.856,8,-11.249,0.115,0.131,0.0205,0.397,0.696,106.114,403760,4
0.79,0.429,0,-8.654,0.078,0.119,6.6e-06,0.23,0.778,134.828,307853,4
0.834,0.313,2,-21.646,0.057,0.3,0.782,0.0998,0.173,119.966,319347,4
0.742,0.957,0,-8.428,0.0362,0.000909,0.904,0.0819,0.39,129.993,413635,4
0.451,0.62,5,-13.122,0.038,0.356,0.892,0.0637,0.389,184.432,246827,4
0.283,0.538,2,-8.407,0.0334,0.533,0.0672,0.126,0.149,138.652,209389,4
0.383,0.832,7,-11.296,0.0928,0.52,0.00305,0.295,0.531,117.302,178495,4
0.747,0.84,2,-6.324,0.0692,0.01,0.000197,0.662,0.723,124.094,408560,4
0.426,0.903,1,-5.822,0.0659,0.000135,0.0256,0.699,0.12,121.03,254067,4
0.889,0.84,8,-6.771,0.0331,0.109,0.37,0.104,0.158,123.983,381806,4
0.835,0.904,1,-7.572,0.067,0.00125,0.256,0.0681,0.382,126.561,294040,4
0.264,0.691,10,-7.638,0.0372,0.11,2.45e-05,0.516,0.392,142.717,189227,4
0.572,0.51,1,-12.823,0.328,0.236,0.000809,0.0884,0.738,92.923,454560,4
0.632,0.987,7,-4.532,0.0559,0.603,0.842,0.14,0.929,133.995,248467,4
0.46,0.67,7,-6.067,0.0874,0.0575,1.92e-05,0.0982,0.449,105.74,165107,4
0.853,0.614,6,-10.426,0.125,0.763,0.069,0.0757,0.767,94.451,163027,4
0.513,0.271,5,-18.032,0.0826,0.87,0.889,0.0755,0.669,73.197,376560,4
0.803,0.654,0,-10.071,0.0468,0.00349,0.733,0.0859,0.435,128.007,467333,4
0.799,0.448,9,-9.101,0.0534,0.16,0.435,0.0479,0.694,110.063,187970,4
0.858,0.858,2,-10.59,0.0628,0.022,0.854,0.058,0.854,120.008,323161,4
0.611,0.461,0,-12.925,0.0432,0.276,0.307,0.0971,0.248,127.074,1224156,4
0.718,0.767,2,-12.314,0.0493,0.257,0.155,0.238,0.502,126.018,500552,4
0.801,0.74,1,-10.485,0.0427,0.0198,0.87,0.0672,0.588,127.003,540508,4
0.752,0.791,10,-12.4,0.0554,0.637,0.751,0.1,0.11,116.004,553500,4
0.396,0.909,9,-7.859,0.0574,0.564,0.821,0.393,0.297,119.991,214240,4
0.563,0.464,8,-9.203,0.248,0.111,0.933,0.0528,0.06,121.374,439007,4
0.744,0.484,7,-13.403,0.0438,0.573,0.94,0.107,0.289,125.007,587040,4
0.624,0.894,0,-9.969,0.0768,0.464,0.892,0.164,0.73,119.503,203082,4
0.751,0.957,0,-5.454,0.115,0.431,0.00259,0.78,0.923,131.861,229867,4
0.553,0.567,11,-14.529,0.0774,0.706,0.0,0.151,0.707,82.872,167837,4
0.389,0.905,5,-8.117,0.176,0.666,0.0224,0.401,0.663,68.826,217267,4
0.541,0.622,3,-6.087,0.0302,0.517,0.000603,0.0416,0.897,100.861,163387,4
0.625,0.963,0,-4.655,0.0874,0.536,0.00174,0.0643,0.794,123.052,218201,4
0.642,0.806,2,-5.911,0.0691,0.613,0.000329,0.13,0.772,93.83,218573,4
0.796,0.665,8,-7.094,0.0893,0.00741,0.0,0.0941,0.716,113.198,268853,4
0.642,0.849,6,-6.199,0.0484,0.0193,0.799,0.0515,0.647,125.695,513307,4
0.72,0.744,7,-9.664,0.0485,0.000628,0.825,0.0907,0.152,126.015,320086,4
0.203,0.483,2,-14.788,0.0461,0.415,0.0403,0.0782,0.116,121.887,285003,5
0.48,0.188,5,-16.333,0.0401,0.69,0.462,0.107,0.611,84.178,245080,4
0.55,0.568,5,-10.387,0.037,0.432,0.81,0.104,0.341,94.04,202147,4
0.473,0.406,0,-11.317,0.112,0.131,0.788,0.109,0.323,176.863,304632,5
0.724,0.856,9,-10.862,0.068,0.0137,0.701,0.0574,0.595,154.022,512120,4
0.468,0.408,8,-15.807,0.131,0.849,3.11e-05,0.145,0.447,128.679,90667,4
0.799,0.614,7,-11.09,0.0873,0.193,0.922,0.102,0.0372,119.995,480000,4
0.602,0.929,8,-9.66,0.0528,0.0529,0.868,0.124,0.658,124.56,678907,4
0.614,0.547,11,-10.754,0.116,0.36,0.0448,0.352,0.922,122.365,404391,4
0.606,0.815,11,-9.147,0.0489,0.456,0.56,0.0926,0.882,128.164,284986,4
0.801,0.857,1,-7.602,0.0593,0.000293,0.656,0.148,0.63,127.924,408400,4
0.876,0.518,5,-13.189,0.0619,0.0701,0.0249,0.0651,0.871,115.955,378485,4
0.723,0.754,10,-9.376,0.0576,0.0491,0.00112,0.393,0.592,97.201,420720,4
0.8,0.998,11,-12.176,0.0654,0.207,0.929,0.0538,0.191,132.03,337932,4
0.913,0.351,1,-12.246,0.311,0.674,0.00253,0.0804,0.303,105.013,230746,4
0.627,0.66,0,-9.405,0.121,0.306,0.0532,0.134,0.965,149.01,300611,4
0.639,0.652,9,-8.215,0.0289,0.576,0.00111,0.171,0.784,131.309,202000,4
0.358,0.343,11,-11.845,0.0331,0.829,0.00499,0.178,0.117,125.13,242040,4
0.797,0.945,1,-8.502,0.048,0.0526,0.9,0.0653,0.634,128.004,408406,3
0.284,0.456,0,-9.757,0.0383,0.849,0.000127,0.13,0.226,83.373,231240,1
0.327,0.971,0,-10.844,0.0365,0.64,0.863,0.108,0.924,119.084,396000,4
0.622,0.413,3,-10.972,0.0357,0.408,0.517,0.101,0.21,108.804,439133,4
0.605,0.679,9,-8.854,0.0421,0.917,0.912,0.0985,0.845,169.467,358582,4
0.784,0.483,11,-11.687,0.218,0.113,0.835,0.657,0.775,88.653,151679,4
0.591,0.571,8,-18.388,0.0471,0.713,0.724,0.448,0.672,109.763,593770,4
0.801,0.879,0,-9.882,0.0787,0.0168,0.917,0.114,0.462,129.998,294899,4
0.567,0.835,8,-6.11,0.0581,0.277,0.0127,0.683,0.815,132.207,315867,4
0.799,0.855,11,-8.169,0.0717,0.00439,0.862,0.0652,0.522,128.365,321227,4
0.854,0.867,3,-7.437,0.0564,0.00211,0.907,0.0529,0.474,122.925,379880,4
0.695,0.836,11,-13.328,0.0438,0.00763,0.109,0.112,0.76,131.116,440941,4
0.357,0.965,5,-6.742,0.178,0.334,0.939,0.681,0.228,126.073,281653,4
0.683,0.643,2,-8.523,0.0332,0.663,0.0849,0.0919,0.883,133.335,183475,4
0.368,0.878,0,-10.546,0.151,0.621,0.0159,0.387,0.589,127.598,424381,4
0.576,0.862,7,-5.717,0.0678,0.392,0.0309,0.0698,0.747,92.56,296507,4
0.843,0.634,2,-10.189,0.173,0.122,0.00873,0.0297,0.485,96.16,247040,4
0.853,0.641,5,-7.273,0.0512,0.000553,0.893,0.343,0.956,122.727,186279,4
0.567,0.908,7,-6.769,0.0758,0.0654,0.0385,0.125,0.616,105.653,346227,4
0.366,0.486,3,-12.228,0.084,0.605,0.116,0.105,0.434,175.949,193987,4
0.71,0.768,8,-9.205,0.0492,0.76,0.852,0.101,0.936,117.773,140640,4
0.586,0.288,1,-11.378,0.0334,0.459,0.931,0.092,0.616,121.716,44400,4
0.877,0.718,11,-10.324,0.0607,6.37e-06,0.956,0.109,0.137,130.976,442437,4
0.352,0.0433,10,-24.963,0.0309,0.882,0.938,0.0985,0.0645,66.549,568947,4
0.219,0.214,9,-21.796,0.0327,0.695,6.02e-05,0.0936,0.11,94.228,243293,4
0.261,0.384,5,-11.912,0.0304,0.0717,0.875,0.286,0.0406,105.43,285280,4
0.722,0.673,11,-5.766,0.0541,0.0495,0.000138,0.107,0.74,111.7,226813,4
0.594,0.541,4,-10.896,0.102,0.21,0.00855,0.14,0.215,94.998,761091,4
0.0997,0.19,1,-24.144,0.0534,0.967,0.919,0.365,0.124,69.266,1393224,4
0.559,0.594,6,-13.64,0.102,0.464,0.0,0.478,0.933,165.022,152733,4
0.553,0.598,7,-9.807,0.0421,0.667,0.0,0.322,0.915,90.462,163307,4
0.24,0.504,9,-10.857,0.0364,0.0632,0.000128,0.127,0.0603,185.09,351096,4
0.612,0.552,0,-11.219,0.0264,0.0282,0.795,0.268,0.884,140.283,267213,4
0.451,0.447,7,-12.059,0.0313,0.007,0.924,0.114,0.0594,124.107,334427,4
0.51,0.467,8,-8.466,0.0466,0.801,0.475,0.124,0.448,79.02,275320,4
0.752,0.696,9,-7.086,0.0495,0.00276,0.0476,0.115,0.87,133.52,313467,4
0.625,0.701,9,-9.94,0.168,0.489,0.000413,0.247,0.841,133.489,216760,4
0.731,0.225,0,-16.682,0.0518,0.293,0.0302,0.103,0.125,134.231,173240,4
0.458,0.071,10,-21.087,0.0668,0.93,0.000285,0.11,0.4,86.996,290227,4
0.907,0.66,1,-11.951,0.0459,0.0335,0.194,0.112,0.973,130.747,338410,4
0.54,0.625,2,-5.26,0.0562,0.000366,0.675,0.0822,0.434,148.56,222387,4
0.756,0.793,6,-8.854,0.0619,0.0534,0.921,0.353,0.838,122.599,345353,4
0.203,0.204,1,-19.617,0.0394,0.939,0.412,0.107,0.0528,64.094,47027,5
0.55,0.861,2,-13.183,0.0414,0.0258,0.793,0.0852,0.775,133.944,573693,4
0.588,0.572,5,-10.429,0.0572,0.753,0.000356,0.171,0.776,120.294,180151,4
0.42,0.227,11,-20.506,0.036,0.0814,4.55e-05,0.202,0.573,139.613,263472,4
0.347,0.301,5,-20.989,0.037,0.124,1.3e-05,0.114,0.372,86.03,282744,4
0.429,0.585,6,-15.392,0.261,0.688,0.113,0.123,0.599,195.838,328882,3
0.377,0.574,4,-10.742,0.0722,0.154,0.253,0.104,0.458,97.506,523793,4
0.48,0.806,6,-12.351,0.0441,0.627,0.682,0.175,0.905,124.881,342000,5
0.658,0.823,1,-14.668,0.0492,0.0816,0.891,0.314,0.838,115.352,432000,4
0.678,0.832,4,-5.99,0.0717,0.00341,0.00118,0.0665,0.539,125.133,364547,4
0.827,0.659,7,-9.453,0.291,0.0234,0.00399,0.0747,0.556,126.02,439467,4
0.671,0.803,5,-10.244,0.0279,0.0493,0.839,0.104,0.873,118.132,348203,4
0.433,0.598,0,-14.949,0.0483,0.0536,0.932,0.112,0.548,99.041,256350,4
0.676,0.861,4,-8.991,0.0537,0.00576,0.00916,0.02,0.706,92.361,493990,4
0.492,0.99,1,-10.264,0.0399,0.775,0.8,0.112,0.807,119.879,356000,4
0.427,0.869,5,-8.674,0.0354,0.76,0.914,0.411,0.637,178.971,274000,4
0.539,0.257,6,-21.099,0.217,0.161,0.455,0.357,0.403,105.69,764013,1
0.805,0.823,11,-9.172,0.0621,0.00303,0.674,0.106,0.442,123.993,330732,4
0.891,0.511,1,-9.948,0.0937,0.00128,0.94,0.332,0.103,123.057,641585,4
0.745,0.587,9,-8.101,0.163,0.0329,0.266,0.0922,0.86,131.976,342013,4
0.681,0.436,10,-9.514,0.0767,0.842,4.19e-05,0.154,0.606,110.273,245000,3
0.808,0.865,5,-4.431,0.0839,4.58e-05,0.942,0.202,0.589,128.028,458360,4
0.802,0.812,1,-11.996,0.0743,0.0168,0.918,0.0421,0.707,126.665,197521,4
0.61,0.763,9,-8.396,0.0318,0.00506,0.161,0.307,0.739,122.984,422160,4
0.585,0.792,2,-9.957,0.05,0.169,4.83e-05,0.293,0.504,118.807,184147,4
0.801,0.551,6,-10.084,0.0573,0.0038,0.909,0.108,0.451,125.979,385858,4
0.38,0.125,3,-25.247,0.0547,0.937,0.806,0.265,0.0386,106.428,1278587,4
0.22,0.301,0,-13.828,0.0329,0.311,0.858,0.138,0.0284,77.326,385040,4
0.803,0.745,0,-7.59,0.0422,0.0135,0.00355,0.0765,0.964,123.202,167922,4
0.473,0.406,0,-11.317,0.112,0.131,0.788,0.109,0.323,176.863,304632,5
0.762,0.911,11,-8.886,0.0445,0.000711,0.888,0.127,0.447,134.993,299314,5
0.42,0.555,10,-10.11,0.0898,0.204,0.00672,0.138,0.466,175.867,195813,4
0.354,0.946,10,-12.835,0.0873,0.0945,0.876,0.102,0.69,161.848,219027,4
0.706,0.79,7,-13.131,0.166,0.928,0.892,0.0782,0.228,108.231,242133,4
0.737,0.721,1,-6.501,0.0441,0.22,0.0,0.0865,0.783,148.896,258200,4
0.674,0.923,0,-4.113,0.067,0.00169,0.494,0.0582,0.609,128.58,356750,4
0.52,0.744,11,-16.027,0.0411,0.499,0.837,0.566,0.0374,135.002,546667,4
0.312,0.725,10,-9.921,0.0427,0.0235,0.0501,0.0877,0.799,120.817,123067,4
0.487,0.173,4,-17.968,0.0412,0.991,0.93,0.0862,0.174,142.395,571973,4
0.405,0.411,11,-10.757,0.0426,0.756,0.118,0.12,0.188,86.035,344440,4
0.743,0.786,9,-9.619,0.0368,0.597,0.00013,0.0499,0.874,97.288,172960,4
0.67,0.267,6,-18.571,0.0572,0.676,5.12e-06,0.102,0.474,91.105,161533,4
0.657,0.21,4,-16.932,0.0281,0.905,0.313,0.133,0.2,105.06,285453,4
0.688,0.891,11,-10.478,0.0399,0.0379,0.609,0.374,0.83,140.483,101467,4
0.734,0.743,2,-7.581,0.0317,0.472,0.0,0.325,0.947,125.369,268840,4
0.272,0.364,0,-10.829,0.0449,0.488,0.904,0.0694,0.245,95.422,345333,4
0.169,0.378,7,-12.48,0.0391,0.172,0.759,0.0837,0.039,126.07,597427,3
0.837,0.489,1,-18.556,0.119,0.305,0.917,0.519,0.486,125.508,236842,4
0.514,0.474,8,-10.897,0.0297,0.136,0.0301,0.14,0.649,89.925,178480,4
0.244,0.174,9,-19.196,0.037,0.926,0.33,0.118,0.0501,128.866,181170,4
0.131,0.231,10,-18.531,0.0349,0.93,0.64,0.0574,0.122,146.943,184307,4
0.8,0.727,9,-8.776,0.0956,0.0579,0.902,0.104,0.302,122.012,539320,4
0.446,0.562,4,-11.967,0.0757,0.353,0.115,0.144,0.341,148.436,213466,4
0.858,0.575,3,-8.953,0.0377,0.00292,1.26e-05,0.0577,0.894,115.534,374840,4
0.71,0.692,1,-6.414,0.0298,0.403,0.0,0.117,0.895,97.595,127773,4
0.513,0.3,5,-13.766,0.0421,0.298,0.954,0.111,0.0318,100.678,123387,4
0.619,0.531,2,-11.857,0.0284,0.881,0.0918,0.0896,0.731,92.83,245107,4
0.81,0.433,7,-14.776,0.104,0.00571,0.00176,0.119,0.69,109.227,198307,4
0.583,0.893,7,-5.34,0.0486,0.136,0.0367,0.109,0.904,126.35,158928,4
0.633,0.395,8,-9.638,0.0857,0.692,0.000222,0.108,0.123,138.023,314075,4
0.545,0.545,9,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,184516,3
0.719,0.822,7,-6.674,0.145,0.255,0.000177,0.0655,0.859,96.783,186467,4
0.585,0.743,2,-8.104,0.0387,0.212,0.0343,0.187,0.752,112.465,215880,4
0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
0.701,0.603,11,-9.657,0.032,0.239,1.11e-06,0.243,0.882,106.759,225333,4
0.389,0.305,1,-22.512,0.375,0.581,0.0005,0.126,0.434,84.065,254642,3
0.653,0.676,0,-14.988,0.0676,0.331,7.7e-05,0.269,0.891,130.085,229107,4
0.503,0.427,11,-13.956,0.0435,0.654,0.0216,0.0719,0.469,117.589,207533,4
0.598,0.829,0,-8.32,0.0346,0.0297,0.0102,0.403,0.878,131.194,257400,4
0.696,0.556,2,-11.284,0.0842,0.049,0.00935,0.12,0.968,124.291,319053,4
0.423,0.639,9,-8.644,0.0895,0.526,0.000515,0.306,0.81,150.97,282427,3
0.79,0.742,7,-12.769,0.0519,0.0576,0.877,0.1,0.0411,128.983,741413,4
0.582,0.824,0,-9.843,0.0904,7.07e-05,0.554,0.354,0.745,123.982,657743,4
0.477,0.846,11,-11.546,0.049,0.0608,0.78,0.136,0.611,112.215,163813,4
0.418,0.655,1,-18.576,0.156,0.622,0.897,0.0948,0.564,83.611,138693,4
0.509,0.254,0,-12.091,0.122,0.495,0.0111,0.135,0.384,184.337,288613,4
0.27,0.314,7,-15.629,0.0316,0.889,0.516,0.0991,0.277,103.883,243447,4
0.306,0.15,9,-18.007,0.0358,0.903,0.198,0.0874,0.137,138.88,381497,4
0.519,0.6,2,-14.247,0.178,0.043,0.534,0.0767,0.958,170.069,245905,4
0.724,0.627,7,-8.902,0.0975,0.0815,0.573,0.0951,0.641,159.999,281733,4
0.659,0.547,1,-12.746,0.035,0.134,0.00147,0.112,0.4,129.387,362800,4
0.565,0.659,4,-17.199,0.057,0.927,0.955,0.216,0.861,109.313,180949,4
0.68,0.629,3,-12.203,0.0435,0.936,0.872,0.101,0.819,95.653,243688,4
0.412,0.0994,10,-14.362,0.0352,0.988,0.5,0.143,0.0397,144.075,228120,1
0.821,0.745,0,-10.203,0.0575,0.00511,0.881,0.068,0.442,126.006,417238,4
0.821,0.498,2,-11.605,0.0616,0.00926,0.00202,0.0413,0.964,120.338,344973,4
0.517,0.505,0,-11.479,0.0417,0.849,0.0397,0.357,0.96,120.819,424970,4
0.345,0.958,6,-7.777,0.395,0.824,0.754,0.068,0.112,110.773,137013,3
0.573,0.896,6,-4.575,0.0604,2.09e-05,0.598,0.0937,0.604,164.92,457880,4
0.688,0.888,5,-7.2,0.331,0.405,0.000374,0.118,0.713,107.973,220400,4
0.716,0.808,5,-9.491,0.0662,0.335,0.0,0.095,0.902,121.243,264613,4
0.825,0.911,6,-3.918,0.0522,0.00806,0.78,0.327,0.982,124.949,415730,4
0.894,0.917,6,-3.81,0.0904,0.0459,0.876,0.0585,0.927,124.995,400748,4
0.866,0.932,6,-4.32,0.0581,0.00851,0.909,0.0628,0.984,131.993,349624,4
0.918,0.546,8,-6.515,0.123,0.0159,0.154,0.0659,0.747,131.95,394578,4
